tasa_ahorro,ratio_endeudamiento,ratio_gasto_ingreso,ratio_gasto_esencial,ratio_gasto_discrecional,concentracion_gasto,frecuencia_ahorro_num,ratio_recurrente,perfil_slug
0.001,0.341,0.999,0.727,0.126,0.385,1,0.319,en_riesgo
-0.380,0.410,1.380,1.055,0.156,0.157,1,0.144,en_riesgo
0.089,0.355,0.911,0.448,0.149,0.488,1,0.053,en_riesgo
0.272,0.088,0.728,0.340,0.160,0.173,3,0.364,saludable
-0.274,0.558,1.274,0.707,0.563,0.266,1,0.071,en_riesgo
0.397,0.126,0.603,0.347,0.128,0.417,2,0.329,saludable
0.004,0.789,0.996,0.702,0.155,0.564,0,0.172,en_riesgo
0.378,0.039,0.622,0.286,0.143,0.741,3,0.529,saludable
-0.167,0.726,1.167,0.652,0.188,0.802,1,0.229,en_riesgo
0.434,0.225,0.566,0.309,0.189,0.341,3,0.100,saludable
0.465,0.225,0.535,0.377,0.146,0.313,3,0.296,saludable
0.330,0.114,0.670,0.453,0.104,0.291,3,0.389,saludable
0.030,0.281,0.970,0.614,0.145,0.612,1,0.164,en_riesgo
0.319,0.233,0.681,0.509,0.154,0.349,3,0.315,saludable
-0.077,0.717,1.077,0.633,0.273,0.493,0,0.235,en_riesgo
0.001,0.287,0.999,0.798,0.137,0.645,2,0.241,en_riesgo
-0.429,0.683,1.429,0.647,0.367,0.374,0,0.315,en_riesgo
0.149,0.340,0.851,0.624,0.119,0.254,2,0.403,en_observacion
-0.062,0.797,1.062,0.793,0.248,0.342,1,0.030,en_riesgo
-0.055,0.412,1.055,0.529,0.316,0.351,0,0.315,en_riesgo
0.208,0.295,0.792,0.560,0.086,0.538,1,0.126,en_observacion
0.087,0.402,0.913,0.715,0.156,0.462,1,0.455,en_riesgo
0.276,0.063,0.724,0.525,0.197,0.379,3,0.208,saludable
-0.104,0.742,1.104,0.676,0.412,0.314,0,0.138,en_riesgo
0.132,0.294,0.868,0.528,0.294,0.303,1,0.306,en_riesgo
0.180,0.316,0.820,0.601,0.146,0.567,1,0.381,en_observacion
0.495,0.146,0.505,0.345,0.081,0.329,3,0.520,saludable
0.486,0.212,0.514,0.271,0.052,0.419,2,0.348,saludable
0.085,0.352,0.915,0.551,0.206,0.083,1,0.058,en_riesgo
0.066,0.179,0.934,0.586,0.313,0.206,2,0.719,en_observacion
0.232,0.226,0.768,0.549,0.204,0.784,2,0.152,en_observacion
0.088,0.360,0.912,0.470,0.171,0.795,2,0.257,en_riesgo
0.544,0.001,0.456,0.289,0.057,0.891,2,0.310,saludable
-0.127,0.534,1.127,0.759,0.360,0.263,1,0.199,en_riesgo
0.010,0.560,0.990,0.628,0.130,0.188,0,0.186,en_riesgo
-0.024,0.529,1.024,0.694,0.241,0.441,0,0.133,en_riesgo
0.348,0.210,0.652,0.428,0.106,0.215,3,0.521,saludable
0.061,0.184,0.939,0.688,0.108,0.334,1,0.110,en_observacion
0.035,0.177,0.965,0.709,0.220,0.662,2,0.397,en_observacion
-0.171,0.532,1.171,0.704,0.195,0.250,0,0.014,en_riesgo
0.203,0.161,0.797,0.590,0.176,0.341,2,0.142,saludable
0.251,0.180,0.749,0.353,0.321,0.195,3,0.413,saludable
0.039,0.427,0.961,0.680,0.169,0.577,1,0.340,en_riesgo
-0.182,0.676,1.182,0.539,0.412,0.247,0,0.220,en_riesgo
0.231,0.172,0.769,0.530,0.160,0.690,3,0.219,en_observacion
-0.382,0.681,1.382,0.958,0.351,0.466,1,0.377,en_riesgo
0.246,0.424,0.754,0.363,0.251,0.239,1,0.153,en_riesgo
0.237,0.368,0.763,0.591,0.154,0.215,2,0.044,en_observacion
0.311,0.132,0.689,0.525,0.093,0.427,3,0.115,saludable
-0.214,0.379,1.214,0.891,0.304,0.428,0,0.155,en_riesgo
0.071,0.299,0.929,0.487,0.222,0.560,2,0.072,en_riesgo
0.211,0.347,0.789,0.389,0.142,0.596,2,0.339,en_observacion
0.100,0.442,0.900,0.514,0.215,0.203,1,0.072,en_riesgo
-0.000,0.611,1.000,0.536,0.117,0.296,0,0.454,en_riesgo
0.165,0.410,0.835,0.587,0.200,0.903,2,0.457,en_riesgo
0.467,0.024,0.533,0.264,0.234,0.176,3,0.156,saludable
0.199,0.242,0.801,0.607,0.170,0.337,2,0.267,en_observacion
0.514,0.122,0.486,0.233,0.196,0.224,3,0.231,saludable
0.227,0.311,0.773,0.534,0.098,0.709,2,0.374,en_observacion
0.031,0.413,0.969,0.498,0.411,0.894,1,0.056,en_riesgo
-0.433,0.751,1.433,1.061,0.356,0.313,1,0.218,en_riesgo
0.160,0.335,0.840,0.518,0.246,0.301,1,0.359,en_observacion
0.200,0.214,0.800,0.569,0.099,0.301,1,0.326,en_observacion
0.542,0.009,0.458,0.311,0.067,0.759,3,0.365,saludable
0.409,0.148,0.591,0.320,0.127,0.271,3,0.284,saludable
-0.307,0.702,1.307,0.680,0.496,0.503,0,0.181,en_riesgo
0.170,0.336,0.830,0.605,0.176,0.112,2,0.088,en_observacion
0.142,0.333,0.858,0.522,0.313,0.198,1,0.582,en_observacion
0.054,0.433,0.946,0.587,0.227,0.330,1,0.261,en_riesgo
0.357,0.199,0.643,0.397,0.240,0.298,3,0.037,saludable
0.363,0.058,0.637,0.412,0.119,0.490,3,0.216,saludable
0.200,0.155,0.800,0.503,0.235,0.554,1,0.312,saludable
0.117,0.259,0.883,0.680,0.179,0.440,1,0.228,en_observacion
-0.316,0.580,1.316,0.621,0.167,0.606,1,0.245,en_riesgo
-0.187,0.790,1.187,0.863,0.278,0.546,1,0.493,en_riesgo
0.165,0.201,0.835,0.567,0.141,0.739,1,0.450,en_observacion
-0.326,0.536,1.326,0.943,0.356,0.752,0,0.371,en_riesgo
0.245,0.055,0.755,0.574,0.157,0.618,3,0.359,saludable
-0.064,0.390,1.064,0.497,0.168,0.132,0,0.485,en_riesgo
-0.037,0.656,1.037,0.487,0.187,0.364,0,0.037,en_riesgo
0.525,0.056,0.475,0.300,0.151,0.427,3,0.333,saludable
-0.422,0.605,1.422,0.700,0.517,0.260,0,0.080,en_riesgo
0.009,0.229,0.991,0.606,0.138,0.109,2,0.530,en_riesgo
0.511,0.047,0.489,0.314,0.077,0.236,3,0.191,saludable
-0.097,0.490,1.097,0.870,0.164,0.232,0,0.047,en_riesgo
0.159,0.306,0.841,0.583,0.128,0.336,1,0.182,en_observacion
-0.251,0.646,1.251,0.880,0.181,0.367,1,0.105,en_riesgo
0.206,0.245,0.794,0.528,0.235,0.421,3,0.234,saludable
0.093,0.304,0.907,0.663,0.162,0.316,2,0.018,en_riesgo
0.468,0.178,0.532,0.339,0.122,0.314,3,0.223,saludable
0.294,0.131,0.706,0.374,0.184,0.296,2,0.050,saludable
-0.429,0.508,1.429,0.689,0.452,0.377,0,0.128,en_riesgo
-0.260,0.591,1.260,0.694,0.137,0.381,0,0.164,en_riesgo
0.544,0.056,0.456,0.261,0.181,0.523,3,0.545,saludable
0.149,0.285,0.851,0.456,0.379,0.330,1,0.155,en_observacion
0.350,0.183,0.650,0.362,0.210,0.683,3,0.168,saludable
0.067,0.212,0.933,0.448,0.284,0.409,1,0.576,en_observacion
0.235,0.233,0.765,0.500,0.141,0.043,2,0.063,en_observacion
0.483,0.244,0.517,0.296,0.140,0.233,3,0.200,saludable
0.519,0.084,0.481,0.300,0.058,0.046,3,0.145,saludable
0.130,0.234,0.870,0.508,0.194,0.738,1,0.183,en_observacion
0.205,0.178,0.795,0.394,0.128,0.527,2,0.236,en_observacion
0.427,0.145,0.573,0.303,0.212,0.699,3,0.243,saludable
0.011,0.688,0.989,0.647,0.142,0.455,0,0.380,en_riesgo
0.250,0.226,0.750,0.592,0.109,0.259,3,0.286,en_observacion
-0.006,0.565,1.006,0.730,0.203,0.231,0,0.102,en_riesgo
0.034,0.431,0.966,0.683,0.233,0.888,2,0.416,en_riesgo
-0.340,0.666,1.340,0.641,0.539,0.392,0,0.439,en_riesgo
-0.127,0.746,1.127,0.560,0.415,0.528,0,0.281,en_riesgo
0.438,0.120,0.562,0.387,0.095,0.492,2,0.172,saludable
0.032,0.186,0.968,0.661,0.218,0.470,1,0.240,en_observacion
0.471,0.069,0.529,0.291,0.132,0.763,3,0.228,saludable
0.147,0.368,0.853,0.681,0.159,0.441,1,0.043,en_riesgo
0.132,0.372,0.868,0.521,0.256,0.573,1,0.269,en_riesgo
0.202,0.299,0.798,0.529,0.134,0.503,1,0.397,en_observacion
0.098,0.353,0.902,0.459,0.292,0.466,1,0.247,en_riesgo
-0.202,0.480,1.202,0.632,0.146,0.460,0,0.454,en_riesgo
0.063,0.266,0.937,0.581,0.183,0.546,1,0.091,en_riesgo
0.072,0.381,0.928,0.662,0.249,0.491,2,0.309,en_riesgo
0.209,0.322,0.791,0.568,0.175,0.442,2,0.132,en_observacion
-0.307,0.423,1.307,0.657,0.223,0.199,0,0.161,en_riesgo
-0.318,0.366,1.318,0.971,0.190,0.411,0,0.097,en_riesgo
0.467,0.071,0.533,0.410,0.072,0.520,3,0.178,saludable
-0.126,0.681,1.126,0.810,0.136,0.506,0,0.163,en_riesgo
-0.320,0.431,1.320,0.747,0.425,0.074,1,0.176,en_riesgo
0.265,0.027,0.735,0.502,0.219,0.502,3,0.356,saludable
0.126,0.222,0.874,0.451,0.261,0.600,2,0.306,en_observacion
0.246,0.179,0.754,0.369,0.215,0.697,1,0.436,en_observacion
0.236,0.268,0.764,0.463,0.119,0.772,1,0.278,en_observacion
0.248,0.228,0.752,0.539,0.128,0.362,1,0.209,en_observacion
0.023,0.595,0.977,0.678,0.215,0.681,0,0.181,en_riesgo
-0.011,0.760,1.011,0.578,0.104,0.314,1,0.272,en_riesgo
-0.081,0.663,1.081,0.841,0.167,0.379,1,0.457,en_riesgo
0.016,0.300,0.984,0.606,0.169,0.333,1,0.266,en_riesgo
0.089,0.286,0.911,0.536,0.172,0.419,1,0.087,en_riesgo
0.176,0.296,0.824,0.484,0.325,0.758,2,0.185,en_observacion
-0.347,0.355,1.347,0.945,0.292,0.521,1,0.113,en_riesgo
0.151,0.356,0.849,0.423,0.301,0.516,1,0.201,en_riesgo
0.483,0.225,0.517,0.379,0.083,0.160,3,0.365,saludable
0.005,0.227,0.995,0.699,0.282,0.638,2,0.115,en_riesgo
0.109,0.253,0.891,0.421,0.135,0.372,1,0.242,en_observacion
0.093,0.228,0.907,0.455,0.101,0.687,1,0.045,en_observacion
0.195,0.218,0.805,0.628,0.142,0.312,2,0.170,en_observacion
-0.164,0.623,1.164,0.818,0.231,0.499,0,0.265,en_riesgo
0.208,0.411,0.792,0.491,0.103,0.775,1,0.445,en_riesgo
0.093,0.236,0.907,0.677,0.197,0.476,1,0.612,en_riesgo
0.031,0.542,0.969,0.551,0.199,0.120,0,0.135,en_riesgo
0.393,0.171,0.607,0.407,0.145,0.713,3,0.546,saludable
0.197,0.325,0.803,0.472,0.318,0.392,2,0.269,en_observacion
-0.400,0.650,1.400,0.772,0.616,0.337,1,0.604,en_riesgo
-0.115,0.592,1.115,0.587,0.423,0.420,0,0.226,en_riesgo
0.038,0.294,0.962,0.522,0.287,0.285,1,0.618,en_riesgo
-0.206,0.724,1.206,0.699,0.406,0.341,0,0.126,en_riesgo
0.210,0.180,0.790,0.510,0.209,0.120,2,0.247,saludable
-0.406,0.581,1.406,0.983,0.241,0.153,1,0.036,en_riesgo
0.495,0.239,0.505,0.250,0.159,0.683,3,0.170,saludable
0.350,0.078,0.650,0.516,0.088,0.204,2,0.206,saludable
0.015,0.784,0.985,0.463,0.362,0.788,0,0.343,en_riesgo
0.149,0.232,0.851,0.398,0.258,0.478,1,0.125,en_observacion
0.235,0.408,0.765,0.362,0.099,0.870,2,0.052,en_observacion
0.039,0.593,0.961,0.594,0.318,0.382,0,0.022,en_riesgo
0.043,0.390,0.957,0.725,0.102,0.829,0,0.256,en_riesgo
0.365,0.089,0.635,0.295,0.222,0.961,3,0.500,saludable
-0.307,0.674,1.307,1.013,0.219,0.569,0,0.338,en_riesgo
0.536,0.097,0.464,0.292,0.104,0.190,2,0.351,saludable
0.315,0.173,0.685,0.408,0.270,0.510,2,0.099,saludable
0.340,0.001,0.660,0.392,0.154,0.620,3,0.175,saludable
-0.263,0.546,1.263,0.680,0.225,0.626,1,0.120,en_riesgo
0.287,0.227,0.713,0.469,0.136,0.708,3,0.324,en_observacion
-0.344,0.728,1.344,0.979,0.240,0.680,1,0.117,en_riesgo
0.424,0.175,0.576,0.262,0.091,0.485,3,0.253,saludable
0.002,0.216,0.998,0.718,0.250,0.659,2,0.474,en_observacion
0.116,0.263,0.884,0.411,0.382,0.497,1,0.028,en_observacion
0.199,0.398,0.801,0.540,0.207,0.368,1,0.101,en_observacion
0.046,0.414,0.954,0.543,0.310,0.128,0,0.159,en_riesgo
0.091,0.306,0.909,0.487,0.094,0.348,1,0.235,en_observacion
0.208,0.189,0.792,0.499,0.248,0.429,2,0.205,saludable
-0.211,0.497,1.211,0.883,0.221,0.329,0,0.210,en_riesgo
-0.378,0.479,1.378,1.086,0.208,0.262,0,0.090,en_riesgo
0.204,0.035,0.796,0.367,0.270,0.515,3,0.033,saludable
0.389,0.115,0.611,0.376,0.172,0.300,3,0.103,saludable
0.359,0.248,0.641,0.379,0.199,0.663,3,0.370,saludable
0.292,0.162,0.708,0.432,0.118,0.393,3,0.146,saludable
0.241,0.062,0.759,0.482,0.119,0.174,3,0.199,saludable
0.204,0.448,0.796,0.396,0.302,0.678,2,0.199,en_riesgo
-0.346,0.710,1.346,0.981,0.238,0.704,1,0.473,en_riesgo
0.181,0.293,0.819,0.564,0.230,0.234,1,0.473,en_observacion
0.011,0.203,0.989,0.790,0.100,0.552,2,0.312,en_observacion
0.242,0.389,0.758,0.397,0.236,0.524,2,0.615,en_observacion
0.041,0.194,0.959,0.698,0.161,0.432,2,0.196,en_observacion
0.454,0.036,0.546,0.374,0.073,0.308,2,0.298,saludable
0.226,0.024,0.774,0.411,0.319,0.341,2,0.144,saludable
-0.271,0.567,1.271,0.776,0.184,0.120,0,0.164,en_riesgo
0.120,0.170,0.880,0.627,0.131,0.268,2,0.063,en_observacion
0.229,0.187,0.771,0.395,0.319,0.635,2,0.211,en_observacion
0.284,0.246,0.716,0.371,0.313,0.305,2,0.056,en_observacion
0.238,0.229,0.762,0.375,0.295,0.368,3,0.308,saludable
0.192,0.208,0.808,0.419,0.216,0.776,1,0.128,en_observacion
0.258,0.195,0.742,0.584,0.088,0.271,3,0.191,saludable
0.099,0.368,0.901,0.432,0.101,0.398,2,0.162,en_riesgo
0.334,0.061,0.666,0.469,0.096,0.319,3,0.167,saludable
0.352,0.016,0.648,0.303,0.274,0.420,2,0.339,saludable
0.057,0.293,0.943,0.523,0.112,0.744,1,0.075,en_riesgo
0.365,0.065,0.635,0.318,0.069,0.385,3,0.045,saludable
0.361,0.121,0.639,0.341,0.092,0.665,3,0.046,saludable
0.315,0.054,0.685,0.442,0.190,0.728,2,0.299,saludable
0.048,0.488,0.952,0.618,0.296,0.506,0,0.079,en_riesgo
0.415,0.246,0.585,0.377,0.199,0.888,3,0.317,saludable
0.512,0.001,0.488,0.298,0.072,0.735,3,0.349,saludable
0.521,0.094,0.479,0.357,0.075,0.484,3,0.140,saludable
0.195,0.438,0.805,0.549,0.152,0.199,2,0.320,en_observacion
-0.404,0.483,1.404,1.003,0.296,0.267,0,0.174,en_riesgo
0.061,0.415,0.939,0.744,0.100,0.140,1,0.389,en_riesgo
0.231,0.278,0.769,0.350,0.249,0.218,2,0.138,en_observacion
0.050,0.313,0.950,0.453,0.127,0.452,2,0.430,en_riesgo
0.417,0.009,0.583,0.426,0.079,0.807,3,0.183,saludable
0.387,0.148,0.613,0.300,0.238,0.065,3,0.298,saludable
0.463,0.199,0.537,0.281,0.236,0.520,3,0.048,saludable
0.242,0.199,0.758,0.405,0.090,0.386,1,0.025,en_observacion
-0.442,0.679,1.442,0.759,0.466,0.576,0,0.228,en_riesgo
0.458,0.223,0.542,0.279,0.123,0.102,3,0.407,saludable
0.317,0.097,0.683,0.517,0.161,0.393,3,0.299,saludable
-0.031,0.444,1.031,0.584,0.103,0.343,0,0.147,en_riesgo
0.211,0.134,0.789,0.555,0.155,0.053,2,0.154,saludable
0.442,0.061,0.558,0.317,0.192,0.507,3,0.391,saludable
-0.394,0.712,1.394,0.758,0.462,0.394,0,0.191,en_riesgo
0.016,0.788,0.984,0.564,0.307,0.599,0,0.285,en_riesgo
0.195,0.430,0.805,0.621,0.164,0.694,1,0.373,en_riesgo
0.374,0.029,0.626,0.328,0.192,0.225,2,0.186,saludable
0.257,0.038,0.743,0.536,0.158,0.595,3,0.103,saludable
-0.025,0.528,1.025,0.539,0.154,0.878,1,0.083,en_riesgo
0.468,0.168,0.532,0.286,0.122,0.814,3,0.433,saludable
0.055,0.257,0.945,0.703,0.107,0.538,2,0.103,en_riesgo
0.038,0.292,0.962,0.515,0.375,0.653,1,0.101,en_riesgo
-0.077,0.715,1.077,0.569,0.262,0.797,1,0.176,en_riesgo
0.240,0.383,0.760,0.490,0.212,0.270,2,0.255,en_observacion
0.283,0.134,0.717,0.451,0.226,0.555,3,0.494,saludable
0.399,0.054,0.601,0.354,0.164,0.294,2,0.506,saludable
0.080,0.280,0.920,0.604,0.307,0.458,1,0.479,en_riesgo
-0.316,0.561,1.316,0.993,0.194,0.792,0,0.234,en_riesgo
-0.385,0.360,1.385,1.041,0.232,0.447,1,0.501,en_riesgo
0.004,0.185,0.996,0.538,0.380,0.390,1,0.136,en_riesgo
0.132,0.176,0.868,0.402,0.366,0.553,2,0.415,saludable
-0.257,0.539,1.257,0.811,0.199,0.789,0,0.043,en_riesgo
-0.041,0.694,1.041,0.673,0.332,0.607,0,0.194,en_riesgo
-0.096,0.761,1.096,0.872,0.132,0.687,1,0.291,en_riesgo
-0.323,0.723,1.323,0.678,0.328,0.857,1,0.237,en_riesgo
0.407,0.216,0.593,0.284,0.146,0.344,2,0.196,saludable
0.023,0.350,0.977,0.455,0.187,0.395,0,0.368,en_riesgo
0.285,0.216,0.715,0.445,0.161,0.249,3,0.014,saludable
-0.017,0.442,1.017,0.768,0.163,0.625,0,0.142,en_riesgo
0.412,0.164,0.588,0.339,0.215,0.247,3,0.160,saludable
-0.064,0.506,1.064,0.625,0.293,0.475,0,0.339,en_riesgo
0.175,0.151,0.825,0.409,0.354,0.753,2,0.150,en_observacion
-0.024,0.672,1.024,0.469,0.158,0.550,0,0.123,en_riesgo
0.259,0.103,0.741,0.552,0.087,0.436,2,0.158,saludable
0.081,0.361,0.919,0.483,0.357,0.216,1,0.226,en_riesgo
-0.274,0.548,1.274,0.820,0.205,0.219,0,0.220,en_riesgo
-0.118,0.388,1.118,0.629,0.443,0.598,0,0.180,en_riesgo
-0.203,0.621,1.203,0.751,0.258,0.771,1,0.315,en_riesgo
0.386,0.045,0.614,0.398,0.125,0.216,2,0.235,saludable
0.470,0.222,0.530,0.327,0.154,0.272,3,0.072,saludable
0.217,0.039,0.783,0.509,0.115,0.461,2,0.217,saludable
0.150,0.376,0.850,0.430,0.196,0.329,1,0.307,en_riesgo
0.341,0.158,0.659,0.502,0.152,0.358,3,0.367,saludable
-0.441,0.475,1.441,0.956,0.170,0.377,0,0.343,en_riesgo
0.019,0.185,0.981,0.631,0.197,0.577,2,0.171,en_riesgo
-0.058,0.373,1.058,0.663,0.132,0.474,0,0.194,en_riesgo
-0.210,0.359,1.210,0.754,0.205,0.200,0,0.310,en_riesgo
0.309,0.172,0.691,0.368,0.226,0.261,2,0.231,en_observacion
0.045,0.398,0.955,0.705,0.121,0.675,1,0.629,en_riesgo
0.462,0.246,0.538,0.400,0.097,0.500,3,0.440,saludable
0.030,0.369,0.970,0.703,0.139,0.506,1,0.078,en_riesgo
-0.444,0.775,1.444,0.671,0.284,0.325,0,0.325,en_riesgo
0.161,0.420,0.839,0.472,0.289,0.028,1,0.416,en_observacion
0.171,0.439,0.829,0.642,0.114,0.396,2,0.320,en_riesgo
0.326,0.060,0.674,0.304,0.236,0.530,3,0.100,saludable
0.050,0.333,0.950,0.594,0.325,0.566,1,0.067,en_riesgo
0.446,0.164,0.554,0.302,0.168,0.194,3,0.377,saludable
0.354,0.154,0.646,0.394,0.209,0.308,2,0.178,saludable
-0.056,0.380,1.056,0.486,0.377,0.347,0,0.165,en_riesgo
0.462,0.042,0.538,0.379,0.096,0.376,3,0.093,saludable
0.313,0.107,0.687,0.325,0.244,0.627,2,0.419,saludable
0.065,0.357,0.935,0.475,0.199,0.480,2,0.169,en_riesgo
0.277,0.024,0.723,0.396,0.222,0.354,3,0.144,saludable
0.033,0.777,0.967,0.484,0.348,0.451,0,0.324,en_riesgo
0.049,0.364,0.951,0.684,0.219,0.432,1,0.370,en_riesgo
-0.300,0.719,1.300,0.816,0.474,0.302,0,0.594,en_riesgo
0.236,0.131,0.764,0.474,0.085,0.563,3,0.274,saludable
-0.420,0.590,1.420,1.036,0.270,0.616,0,0.291,en_riesgo
-0.029,0.427,1.029,0.618,0.137,0.598,0,0.260,en_riesgo
-0.302,0.350,1.302,0.668,0.259,0.540,0,0.482,en_riesgo
-0.205,0.785,1.205,0.565,0.301,0.341,0,0.135,en_riesgo
0.309,0.036,0.691,0.478,0.165,0.087,3,0.443,saludable
0.035,0.165,0.965,0.498,0.103,0.098,2,0.261,en_observacion
0.398,0.046,0.602,0.323,0.192,0.173,3,0.424,saludable
-0.131,0.432,1.131,0.848,0.272,0.286,0,0.468,en_riesgo
-0.120,0.739,1.120,0.571,0.408,0.632,1,0.054,en_riesgo
0.454,0.238,0.546,0.388,0.151,0.939,3,0.119,saludable
-0.256,0.462,1.256,0.622,0.489,0.288,1,0.440,en_riesgo
-0.441,0.608,1.441,0.774,0.257,0.517,1,0.471,en_riesgo
0.250,0.256,0.750,0.413,0.225,0.674,2,0.131,en_observacion
0.147,0.204,0.853,0.470,0.250,0.101,1,0.304,en_observacion
0.134,0.386,0.866,0.661,0.192,0.615,2,0.088,en_riesgo
0.476,0.017,0.524,0.243,0.082,0.240,3,0.205,saludable
0.214,0.216,0.786,0.468,0.114,0.859,2,0.465,en_observacion
0.210,0.151,0.790,0.408,0.282,0.162,2,0.111,saludable
0.508,0.149,0.492,0.338,0.109,0.688,3,0.224,saludable
-0.413,0.657,1.413,0.652,0.601,0.524,1,0.145,en_riesgo
0.363,0.147,0.637,0.385,0.184,0.265,2,0.269,saludable
0.100,0.303,0.900,0.558,0.225,0.436,1,0.112,en_riesgo
0.137,0.442,0.863,0.516,0.278,0.341,1,0.348,en_riesgo
-0.338,0.402,1.338,0.781,0.515,0.233,1,0.257,en_riesgo
0.341,0.165,0.659,0.389,0.081,0.595,3,0.204,saludable
-0.375,0.669,1.375,1.003,0.192,0.137,0,0.035,en_riesgo
-0.392,0.408,1.392,1.016,0.195,0.409,0,0.423,en_riesgo
0.243,0.240,0.757,0.598,0.086,0.499,1,0.357,en_observacion
0.020,0.271,0.980,0.466,0.230,0.766,1,0.053,en_riesgo
0.127,0.365,0.873,0.399,0.275,0.468,1,0.258,en_observacion
0.083,0.180,0.917,0.459,0.394,0.137,2,0.447,en_observacion
0.322,0.227,0.678,0.390,0.143,0.397,3,0.212,saludable
-0.167,0.456,1.167,0.806,0.283,0.183,1,0.206,en_riesgo
-0.013,0.570,1.013,0.457,0.140,0.123,1,0.129,en_riesgo
0.545,0.099,0.455,0.234,0.097,0.488,3,0.124,saludable
0.122,0.307,0.878,0.611,0.108,0.565,2,0.138,en_observacion
-0.017,0.674,1.017,0.556,0.444,0.297,0,0.106,en_riesgo
0.128,0.449,0.872,0.643,0.126,0.549,1,0.175,en_riesgo
0.226,0.229,0.774,0.407,0.344,0.449,3,0.107,en_observacion
0.035,0.215,0.965,0.504,0.151,0.580,2,0.129,en_observacion
0.147,0.266,0.853,0.388,0.269,0.244,1,0.072,en_observacion
0.175,0.432,0.825,0.582,0.086,0.724,1,0.097,en_observacion
0.329,0.037,0.671,0.444,0.142,0.229,3,0.252,saludable
0.459,0.018,0.541,0.273,0.067,0.656,3,0.080,saludable
-0.002,0.771,1.002,0.723,0.277,0.146,0,0.125,en_riesgo
0.313,0.147,0.687,0.487,0.120,0.719,3,0.174,saludable
0.010,0.352,0.990,0.787,0.200,0.788,0,0.419,en_riesgo
0.201,0.215,0.799,0.637,0.089,0.602,1,0.116,en_observacion
0.287,0.198,0.713,0.561,0.131,0.392,3,0.360,saludable
0.299,0.020,0.701,0.458,0.206,0.156,3,0.499,saludable
-0.355,0.457,1.355,0.729,0.528,0.274,1,0.188,en_riesgo
0.209,0.109,0.791,0.522,0.098,0.227,3,0.299,saludable
0.299,0.130,0.701,0.320,0.283,0.155,3,0.093,saludable
0.226,0.199,0.774,0.555,0.162,0.675,3,0.242,saludable
0.394,0.163,0.606,0.287,0.163,0.233,3,0.510,saludable
0.237,0.195,0.763,0.366,0.194,0.170,3,0.390,saludable
0.105,0.233,0.895,0.563,0.091,0.871,1,0.521,en_riesgo
-0.387,0.661,1.387,0.711,0.600,0.484,0,0.267,en_riesgo
-0.381,0.456,1.381,0.924,0.323,0.622,0,0.366,en_riesgo
-0.024,0.739,1.024,0.499,0.111,0.197,0,0.420,en_riesgo
0.225,0.216,0.775,0.523,0.127,0.286,2,0.143,saludable
0.244,0.193,0.756,0.575,0.173,0.198,3,0.125,saludable
-0.254,0.371,1.254,0.786,0.448,0.375,0,0.138,en_riesgo
0.246,0.287,0.754,0.576,0.076,0.619,1,0.347,en_observacion
0.185,0.221,0.815,0.450,0.088,0.473,2,0.082,en_observacion
0.273,0.080,0.727,0.505,0.099,0.420,3,0.411,saludable
0.507,0.056,0.493,0.388,0.058,0.439,2,0.182,saludable
-0.038,0.487,1.038,0.498,0.263,0.571,1,0.408,en_riesgo
-0.090,0.458,1.090,0.576,0.455,0.116,1,0.272,en_riesgo
0.291,0.239,0.709,0.426,0.144,0.404,3,0.236,saludable
0.003,0.627,0.997,0.675,0.209,0.391,0,0.549,en_riesgo
0.092,0.168,0.908,0.713,0.137,0.453,2,0.217,en_observacion
0.325,0.187,0.675,0.370,0.084,0.098,3,0.054,saludable
0.249,0.256,0.751,0.569,0.164,0.197,2,0.136,en_observacion
0.312,0.081,0.688,0.513,0.071,0.495,3,0.343,saludable
0.090,0.344,0.910,0.506,0.373,0.312,2,0.114,en_riesgo
-0.373,0.412,1.373,1.053,0.188,0.416,0,0.247,en_riesgo
0.149,0.444,0.851,0.592,0.175,0.746,2,0.068,en_riesgo
-0.417,0.737,1.417,0.837,0.454,0.411,1,0.102,en_riesgo
0.109,0.368,0.891,0.565,0.293,0.437,1,0.355,en_riesgo
0.326,0.069,0.674,0.494,0.080,0.454,3,0.136,saludable
0.227,0.179,0.773,0.406,0.112,0.371,1,0.103,en_observacion
0.148,0.374,0.852,0.645,0.151,0.535,2,0.308,en_observacion
0.384,0.009,0.616,0.471,0.065,0.549,2,0.371,saludable
0.152,0.312,0.848,0.515,0.255,0.549,1,0.307,en_observacion
-0.421,0.651,1.421,0.964,0.254,0.734,0,0.395,en_riesgo
0.417,0.016,0.583,0.369,0.183,0.713,3,0.605,saludable
0.104,0.171,0.896,0.632,0.160,0.328,1,0.119,en_observacion
0.315,0.076,0.685,0.544,0.089,0.479,3,0.523,saludable
0.516,0.159,0.484,0.360,0.082,0.554,3,0.235,saludable
-0.042,0.689,1.042,0.806,0.184,0.469,0,0.136,en_riesgo
0.437,0.142,0.563,0.414,0.145,0.860,3,0.489,saludable
0.438,0.122,0.562,0.422,0.095,0.445,3,0.125,saludable
0.301,0.021,0.699,0.382,0.095,0.473,2,0.257,saludable
0.127,0.182,0.873,0.672,0.199,0.592,2,0.212,en_observacion
-0.080,0.578,1.080,0.711,0.366,0.374,0,0.169,en_riesgo
